ID,Label
1,2.7032830715179443
2,2.703125
3,2.850259780883789
4,3.0440423488616943
5,2.5883595943450928
6,3.3451857566833496
7,2.793342351913452
8,3.1208267211914062
9,2.9210944175720215
10,2.4307849407196045
11,2.8125948905944824
12,3.4508230686187744
13,3.50512433052063
14,2.688080310821533
15,3.109410524368286
16,3.1920888423919678
17,3.541303873062134
18,3.2465670108795166
19,2.359454393386841
20,3.0653865337371826
21,3.569596290588379
22,3.334451675415039
23,3.2985763549804688
24,3.5776267051696777
25,3.1562838554382324
26,2.6496260166168213
27,2.6839687824249268
28,3.3684425354003906
29,2.8290226459503174
30,2.6607277393341064
31,2.483494520187378
32,2.881469964981079
33,3.4594099521636963
34,2.7950754165649414
35,3.0691916942596436
36,2.3180813789367676
37,3.384472131729126
38,2.3356246948242188
39,2.349630355834961
40,3.4398815631866455
41,3.3424694538116455
42,2.3146963119506836
43,3.2691404819488525
44,3.1408276557922363
45,3.4016823768615723
46,2.753222942352295
47,2.3098766803741455
48,2.8441896438598633
49,2.614607572555542
50,2.8706371784210205
51,3.223501205444336
52,2.899610757827759
53,2.4333362579345703
54,3.305271863937378
55,3.3861124515533447
56,3.5027284622192383
57,2.396878480911255
58,3.4953927993774414
59,2.856146812438965
60,3.2149205207824707
61,2.321427345275879
62,2.3669633865356445
63,2.7597687244415283
64,3.3785223960876465
65,3.1011950969696045
66,3.4125654697418213
67,2.207934856414795
68,2.478778600692749
69,2.9652132987976074
70,3.1291351318359375
71,2.9568073749542236
72,3.1771774291992188
73,2.911308526992798
74,3.020798444747925
75,3.1078391075134277
76,3.2236170768737793
77,3.1172778606414795
78,3.2904608249664307
79,2.5513179302215576
80,2.987457752227783
81,2.7737152576446533
82,2.744396209716797
83,3.351308822631836
84,3.194126605987549
85,3.445223808288574
86,2.699683427810669
87,2.711331844329834
88,2.667043924331665
89,2.592219352722168
90,2.4550161361694336
91,3.4100160598754883
92,2.5036349296569824
93,2.784122943878174
94,3.012359142303467
95,3.207829475402832
96,2.76920485496521
97,3.2249574661254883
98,2.708616018295288
99,3.5895707607269287
100,2.8105666637420654
101,3.185595750808716
102,2.9743971824645996
103,2.708089590072632
104,3.0488929748535156
105,3.112541437149048
106,3.395750045776367
107,2.580608367919922
108,2.654501438140869
109,3.1366658210754395
110,2.737362861633301
111,3.09199595451355
112,3.696687698364258
113,3.098167657852173
114,2.98974871635437
115,3.373076915740967
116,2.727644920349121
117,2.614741086959839
118,3.3145055770874023
119,3.0826616287231445
120,2.699784517288208
121,2.961681604385376
122,2.846907138824463
123,2.9844088554382324
124,3.1807568073272705
125,2.711369276046753
126,3.2605643272399902
127,2.6142942905426025
128,2.6954400539398193
129,3.1124067306518555
130,2.8831493854522705
131,2.7188048362731934
132,2.4688665866851807
133,3.295407295227051
134,3.379068374633789
135,2.737351655960083
136,2.854656934738159
137,2.508419990539551
138,2.7403008937835693
139,2.676905393600464
140,2.7223658561706543
141,3.4779789447784424
142,2.9398646354675293
143,2.988295078277588
144,2.8642947673797607
145,2.4371111392974854
146,3.0648040771484375
147,3.53334903717041
148,2.863997459411621
149,3.2660815715789795
150,2.728893995285034
151,3.683533191680908
152,3.4842233657836914
153,2.5924885272979736
154,3.198631763458252
155,3.1593918800354004
156,3.3370258808135986
157,3.2439229488372803
158,2.9249117374420166
159,2.8494107723236084
160,2.391580104827881
161,3.000356674194336
162,2.6542632579803467
163,2.5048415660858154
164,2.85068416595459
165,3.0504143238067627
166,2.6748313903808594
167,3.165337085723877
168,3.0934736728668213
169,3.5553457736968994
170,2.8176722526550293
171,2.9156808853149414
172,2.5240280628204346
173,2.856295108795166
174,2.290410041809082
175,3.6079444885253906
176,2.8895821571350098
177,2.9324607849121094
178,2.5657875537872314
179,3.583440065383911
180,3.020897150039673
181,2.311523675918579
182,2.6797902584075928
183,3.3630049228668213
184,3.301799774169922
185,2.925882339477539
186,2.685447931289673
187,2.814915418624878
188,3.2368273735046387
189,3.0811753273010254
190,3.343440532684326
191,2.4697272777557373
192,3.527428150177002
193,2.7167835235595703
194,3.0735666751861572
195,3.5221405029296875
196,3.46933650970459
197,3.1306259632110596
198,3.459303617477417
199,2.6273369789123535
200,2.7848987579345703
201,3.015728712081909
202,2.8931851387023926
203,3.475587844848633
204,2.5705485343933105
205,3.04386305809021
206,2.348480701446533
207,2.3191237449645996
208,2.7401344776153564
209,2.5526723861694336
210,3.2321786880493164
211,2.7528297901153564
212,3.4300639629364014
213,2.844064712524414
214,2.9514896869659424
215,3.002807855606079
216,2.9660041332244873
217,2.3928396701812744
218,3.471036672592163
219,3.372434377670288
220,2.694385528564453
221,3.1990556716918945
222,3.0639495849609375
223,3.5025928020477295
224,2.4800705909729004
225,2.7195706367492676
226,2.849332571029663
227,2.994584798812866
