ID,Label
1,2.417661190032959
2,2.617926597595215
3,2.967538833618164
4,2.976754665374756
5,2.489014148712158
6,3.0776171684265137
7,2.6484909057617188
8,2.923306941986084
9,3.0539488792419434
10,2.381007671356201
11,2.9807324409484863
12,3.0988645553588867
13,3.024322032928467
14,2.8124942779541016
15,3.0959606170654297
16,3.0038719177246094
17,3.277461528778076
18,3.061091899871826
19,2.682055950164795
20,2.8468990325927734
21,3.1790771484375
22,2.998004913330078
23,3.131768226623535
24,3.1037802696228027
25,2.7605671882629395
26,2.391226291656494
27,3.1725449562072754
28,3.0453805923461914
29,2.7727885246276855
30,2.649555206298828
31,2.6216797828674316
32,2.9558682441711426
33,3.0895023345947266
34,2.8508520126342773
35,3.096938133239746
36,2.248833656311035
37,3.097792148590088
38,2.331552028656006
39,3.0676794052124023
40,2.9856090545654297
41,3.0148959159851074
42,2.4938459396362305
43,3.1437129974365234
44,3.0013136863708496
45,3.231111526489258
46,2.7065415382385254
47,2.608705520629883
48,2.7971138954162598
49,2.748002529144287
50,2.8832550048828125
51,2.5397963523864746
52,2.9815540313720703
53,2.574354648590088
54,2.7328381538391113
55,3.140021800994873
56,2.9356565475463867
57,2.618257761001587
58,2.8659191131591797
59,2.4168381690979004
60,2.83579683303833
61,2.5837559700012207
62,2.5114078521728516
63,2.193591594696045
64,2.867084503173828
65,3.100320816040039
66,3.073720932006836
67,2.4509077072143555
68,2.219893455505371
69,3.0179810523986816
70,3.088942527770996
71,2.7736129760742188
72,2.835946559906006
73,2.713021755218506
74,3.0330543518066406
75,2.905611515045166
76,3.101682662963867
77,2.8749146461486816
78,2.884202003479004
79,2.606032371520996
80,2.654771327972412
81,2.5622925758361816
82,3.0466713905334473
83,2.983874797821045
84,2.956076145172119
85,3.137941837310791
86,2.9795384407043457
87,3.1564555168151855
88,2.9248337745666504
89,2.5932717323303223
90,2.6189024448394775
91,3.0853090286254883
92,2.5590929985046387
93,2.9825363159179688
94,2.684098720550537
95,2.6367812156677246
96,2.747346878051758
97,3.128495216369629
98,2.7620344161987305
99,2.8158445358276367
100,2.763284206390381
101,2.462205410003662
102,2.5674257278442383
103,2.7666678428649902
104,2.8649072647094727
105,2.7995123863220215
106,3.068814277648926
107,2.460556983947754
108,2.4974265098571777
109,2.9969468116760254
110,2.857032299041748
111,2.8915553092956543
112,3.173551559448242
113,3.0337586402893066
114,2.7898197174072266
115,2.971923828125
116,2.469942569732666
117,2.8028831481933594
118,3.0012593269348145
119,2.8904881477355957
120,2.567931652069092
121,2.8721389770507812
122,2.793745517730713
123,3.20634126663208
124,3.228355884552002
125,2.8646726608276367
126,3.0758371353149414
127,2.7635393142700195
128,2.8590240478515625
129,2.821627140045166
130,2.6894073486328125
131,2.700161933898926
132,2.7487382888793945
133,2.9136667251586914
134,2.996612548828125
135,2.975447177886963
136,2.701638698577881
137,2.3811612129211426
138,2.9076905250549316
139,2.5024611949920654
140,2.8166937828063965
141,3.0439324378967285
142,3.0263471603393555
143,3.0168824195861816
144,2.59350323677063
145,2.5369553565979004
146,2.984074592590332
147,3.0289125442504883
148,2.952569007873535
149,2.9006118774414062
150,2.574714422225952
151,3.101511001586914
152,3.1007423400878906
153,2.761798858642578
154,3.0891051292419434
155,2.5482401847839355
156,3.128833293914795
157,3.088705062866211
158,2.8939433097839355
159,2.9045095443725586
160,2.7138261795043945
161,2.716120719909668
162,2.83621883392334
163,2.6277318000793457
164,2.63832426071167
165,3.107280731201172
166,2.396324634552002
167,3.0277481079101562
168,3.2488389015197754
169,3.0637502670288086
170,2.877328395843506
171,2.904571056365967
172,2.4301576614379883
173,2.717184543609619
174,2.570678234100342
175,2.9908838272094727
176,2.714143753051758
177,3.0516533851623535
178,2.462674379348755
179,3.1711535453796387
180,3.136514186859131
181,2.186328172683716
182,2.534003734588623
183,3.2170352935791016
184,2.9585180282592773
185,2.5371103286743164
186,2.6649222373962402
187,2.6568641662597656
188,2.966989517211914
189,2.7852649688720703
190,3.0391602516174316
191,2.8121871948242188
192,3.05611515045166
193,2.5143818855285645
194,2.814100742340088
195,2.980227470397949
196,3.023900032043457
197,2.907406806945801
198,2.6304850578308105
199,2.5121850967407227
200,2.6794915199279785
201,3.1797385215759277
202,2.6261701583862305
203,2.9843902587890625
204,3.1285252571105957
205,2.7545218467712402
206,2.825098991394043
207,2.608255386352539
208,2.6205177307128906
209,2.7701797485351562
210,2.969160556793213
211,2.5209784507751465
212,3.1383614540100098
213,2.6966986656188965
214,2.730551242828369
215,2.66286563873291
216,2.6333460807800293
217,2.0800976753234863
218,3.127865791320801
219,3.0195608139038086
220,2.6010851860046387
221,2.8430986404418945
222,2.917825698852539
223,3.2242321968078613
224,2.672356605529785
225,2.695651054382324
226,2.6044440269470215
227,2.699047088623047
